,3,5,6,8,11,13,14,19,23,31,32,33,34,35,37,39,40,41,42,43,44,45,46,47,50,51,52,54,55,56,60,61,64,65,67,68,69,70,74,75,79,80,119,377,457,468,484,485,487,531,550,570,571,572,573,574,576,578,581,582,584,585,587,591,592,595,596,597,603,604,605,606
2019.08.06_2.1_surface_16S.exp.,,,,,,,,,,,,28.0,16.0,,,1541.6470588235293,,,,,,,,,,,,,,,,,,,,,382.0,,,,,,2.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,
2019.08.07_7.5_16S.exp.,10.333333333333334,,2.5454545454545454,2.8571428571428568,,,,,8.0,13.333333333333332,263.5,1060.5,1842.0,29.5,,60.352941176470594,,17.0,,,14.5,,8.5,,56.5,282.5,15.333333333333336,,4.0,28.5,,372.75,228.0,15.75,,,69.5,,5.0,,,,313.0,,,,,,,,,,253.0,24.0,58.0,,230.0,,102.0,25.187319884726218,,,,51.0,23.333333333333336,,,,123.5,14.5,,7.0
2019.08.06_2.3_bottom_16S.exp.,5.0,,,3.2142857142857144,,,,,,,16.5,99.5,73.5,,,1607.2941176470588,,5.5,,,,,,,24.5,29.5,,,,1.0,1.2857142857142858,24.0625,,,,7.0,379.0,,,,,,,1.0,31.0,,0.9333333333333332,,0.7608695652173911,,,,41.0,20.0,5.0,,3.0,,18.0,5.965417867435157,43.0,,,,,8.0,45.0,,8.0,1.0,,
2019.08.07_6.5_16S.exp.,11.666666666666664,,0.3636363636363637,2.8571428571428568,,,,,6.0,,267.0,1217.5,1660.0,17.0,,61.411764705882355,64.0,25.5,,,,,6.5,,109.5,230.5,37.333333333333336,,1.3333333333333333,19.5,,264.6875,51.0,,,,,,,,,,56.0,,,,,,,,,,419.0,25.0,62.0,,74.0,,84.0,29.82708933717579,9.0,,,11.0,10.0,,,,107.5,18.0,,
2019.08.07_7.3_16S.exp.,13.0,,3.636363636363636,5.3571428571428585,,,,,9.0,8.888888888888891,268.0,943.5,1883.0,35.5,,68.29411764705883,,31.5,,,14.5,,7.0,,51.5,291.5,20.0,,,31.5,,374.0625,244.0,17.099999999999998,,,74.0,,7.0,,,,245.0,,,,,,,,,,280.0,36.0,69.0,,246.0,,114.0,31.15273775216138,,,,56.0,19.166666666666668,,,,75.0,16.0,,
2019.08.06_3.1_16S.exp.,1.6666666666666667,,,1.0714285714285714,,,,,,,243.5,1723.5,1589.5,7.0,0.5,10.588235294117649,4.5,20.5,,,,,,,90.5,59.0,71.0,,10.666666666666666,,,186.8125,7.5,,,,4.5,,,,,,12.0,,,,,,,,,,1057.0,259.0,49.0,,20.0,,66.0,56.3400576368876,36.0,,,,,,,,215.5,20.0,1.5,11.0
2019.08.07_7.1_small_16S.exp.,9.0,,5.454545454545454,4.285714285714286,,4.0,3.0,,9.5,6.666666666666666,238.0,996.0,1723.0,45.5,,69.88235294117648,,35.5,9.5,4.0,4.5,,7.0,1.5,77.5,316.0,24.66666666666667,,0.8888888888888888,21.0,,440.125,311.0,13.95,,,89.5,,3.0,11.0,,,310.0,,,,,,,,,,351.0,38.0,58.0,,300.0,,117.0,37.780979827089325,,,,39.0,36.66666666666667,,,,135.0,11.5,,
2019.08.06_4_CP_ULT_16S.exp.,1.6666666666666667,,1.0909090909090908,,1.3333333333333333,,,,,,315.0,2211.0,1274.0,25.5,,5.294117647058823,103.5,11.0,,,,,,,110.5,,146.0,,16.444444444444443,,,228.8125,,,,9.5,,,,,,,,,,,,,,,,,437.0,,25.0,,12.0,,112.0,60.31700288184437,119.0,,,12.0,,,,,867.0,9.0,,
2019.08.07_6.1_small_16S.exp.,11.0,,0.7272727272727273,2.5,1.6666666666666667,,,,5.0,,227.0,1175.0,1677.0,17.0,,63.529411764705884,29.0,22.5,10.0,,,,7.0,,90.0,213.5,40.0,,,23.5,,311.0625,67.5,3.15,,,,,,,,,58.0,,,,,,,,,,229.0,11.0,57.0,0.6588921282798834,75.0,,84.0,44.409221902017286,5.0,,,14.0,12.5,,,,121.0,14.5,,
2019.08.07_6.2_16S.exp.,10.333333333333334,,,2.142857142857143,,,,,8.5,0.5555555555555556,234.5,1206.5,1609.5,21.5,,69.88235294117648,48.5,25.5,3.5,,,,6.5,,76.0,205.0,26.66666666666667,,,16.0,,260.3125,32.5,,,,,,,,,,49.0,,,,,,,,,,267.0,33.0,54.0,,74.0,,93.0,32.47838616714697,1.0,,,17.0,11.666666666666668,,,,114.0,11.0,,
2019.08.07_7.4_16S.exp.,13.0,,3.636363636363636,2.5,,,,,,15.0,242.0,1090.0,1853.5,29.5,,56.647058823529406,,44.5,,,23.5,,4.5,2.5,72.0,256.0,19.33333333333333,,,26.5,,372.75,241.5,17.55,,,,,5.0,,,,252.0,,,,,,,,,,254.0,13.0,62.0,,217.0,,96.0,35.12968299711815,,,,32.0,24.16666666666667,,,,113.5,18.5,,
2019.08.06_1.1_16S.exp.,10.0,,2.9090909090909087,2.142857142857143,,,,,5.0,8.888888888888891,253.0,1143.0,1736.5,28.0,,61.411764705882355,30.0,39.5,22.5,,,,8.5,,69.5,272.0,19.666666666666668,,,24.5,,328.125,207.0,13.95,,,47.0,,2.0,,,,198.0,,,,,,,,,,279.0,19.0,74.0,,153.0,,112.0,37.11815561959653,,,,50.0,28.333333333333336,,,,164.0,18.5,,
2019.08.07_6.4_16S.exp.,11.333333333333336,,,5.3571428571428585,,,,,7.0,,285.5,1398.5,1633.5,25.0,,72.52941176470588,,28.0,,,,,3.5,,103.5,247.0,34.333333333333336,,,27.5,,276.9375,49.0,,,,,,,,,,65.0,,,,,,,,,,315.0,24.0,61.0,,84.0,,98.0,34.466858789625356,6.0,,,10.0,13.333333333333336,,,,91.5,20.0,,
2019.08.07_8.3_small_16S.exp.,8.666666666666666,,,2.142857142857143,,,,,,,275.0,1480.5,1908.5,16.0,,87.35294117647058,,41.0,,,,,5.0,,119.0,213.5,40.333333333333336,,,20.5,,374.5,61.5,,,,,,,,,,60.0,,,,,,,,,,331.0,,46.0,,56.0,,97.0,49.04899135446685,,,,3.0,8.333333333333334,,,,180.0,18.5,,
2019.08.07_7.2_16S.exp.,8.333333333333334,,3.272727272727273,3.571428571428572,,,4.0,,8.5,20.555555555555557,244.5,962.5,1750.0,39.0,,59.29411764705882,,45.5,,6.5,19.0,,5.0,,49.5,289.0,17.0,,0.4444444444444444,27.0,,328.5625,270.0,13.95,,,2.0,,11.0,,,,328.0,,,,,,,,,,253.0,32.0,45.0,,228.0,,97.0,31.15273775216138,,,,46.0,26.66666666666667,,,,140.5,26.0,,5.0
2019.08.06_2.1_bottom_16S.exp.,5.0,,,1.7857142857142858,,,,,1.5,,13.0,38.5,42.5,,,795.1764705882354,,,,,1.5,,,,,20.0,,,,2.5,5.142857142857143,6.5625,,,,,197.5,,,,,,,,29.0,7.7142857142857135,,,,2.6666666666666665,1.2857142857142858,,21.0,,,,3.0,,4.0,1.988472622478386,21.0,,,,,,30.0,,2.5,,,
